label,x_px,y_px,x_init_px,y_init_px,center_offset_px,area_px,circularity,eq_diam_px,eq_diam_nm,refined_diam_px,refined_diam_nm,radius_change_factor,quality_score,gradient_sharpness,profile_symmetry,edge_contrast,center_quality,angular_variance,angular_cv,mean_intensity,max_intensity
67,962.4617277865594,932.9762057877814,961.2262057877814,932.9762057877814,1.2355219987780401,6220.0,0.9072340533359509,88.99185338137819,480.1849122308419,90.81732729689364,490.03485914839763,0.020512820512359458,0.781066643862873,6008.559428172659,0.8982247814796289,0.26239441496060895,0.3586139253591214,61793013.32940079,0.17885141353576406,47738.05209003216,61271.0
68,1049.9502959618044,115.36304020315848,1048.7147739630263,117.83408420071461,2.7627111769641606,6437.0,0.8331077813070223,90.53089499977476,488.48931916663463,92.38793899977014,498.5096128931297,0.02051282051236739,0.7735031452498233,4640.441409131592,0.8942247916600089,0.19316719101622648,0.3693802112766598,52474761.646590464,0.17072376090310268,47745.82118999534,60530.0
69,1456.1210691823899,304.66872328424085,1456.1210691823899,305.9042452830189,1.2355219987780401,6360.0,0.8760175912386289,89.98779641993482,485.55885155657694,91.83369993624117,495.5190331269682,0.020512820512364558,0.8304937158710883,7003.075450244072,0.9198108426312497,0.2764102118128358,0.3456015221507468,79449012.1889072,0.18935057744445155,49476.402358490566,62101.0
70,431.91722946442593,660.9502797917041,431.91722946442593,662.1858017904822,1.2355219987780401,6367.0,0.8866826760185481,90.03730438728594,485.82598813204913,91.88422345164052,495.79164942706547,0.020512820512364825,0.7623554992103898,4430.448894881026,0.929075094618961,0.18977069085778925,0.3793738393208639,50871962.50264387,0.1635922397258994,48142.128789068636,60794.0
71,1052.2190936354548,923.348717094302,1052.2190936354548,923.348717094302,0.0,6002.0,0.8810046524430843,87.4184405460338,471.6950440515056,89.21163932646527,481.37083982692116,0.020512820512351267,0.7739759139206535,5057.174759381137,0.8916693568598386,0.20908599727972538,0.4176469833294083,34419875.63776174,0.13943666299901794,46589.53382205931,60865.0
72,864.1581191821455,480.598580287953,865.3936411809235,479.3630582891749,1.747291967282259,6605.0,0.6402436906463541,91.70467377934317,494.8228299187933,89.82355226592074,484.6726180230231,0.020512820512373197,0.6111983739986169,2452.8751342269998,0.9352479308590882,0.10978870710222174,0.3522904256145825,71615148.70986927,0.18385670665203754,48212.02482967449,65236.0
74,802.1790177785601,885.8121809540573,802.1790177785601,885.8121809540573,0.0,5681.0,0.9067367288916084,85.04865580149082,458.9080884333582,90.28241923542872,487.14858618310336,0.06153846153701439,0.7636612653931418,5199.289557158373,0.8835189462756282,0.22623072842713018,0.46979731113084516,18210562.799077317,0.112857752972853,44936.67558528428,59377.0
75,320.6133461047254,539.5420466793275,320.6133461047254,542.0130906768837,2.471043997556194,6264.0,0.8855112604996346,89.30606087058739,481.8803224273416,92.96989926527814,501.64977155256577,0.04102564102472218,0.7958665245113692,5828.584839556569,0.9303141430194986,0.24421922006984667,0.3131820054379623,89283304.39098692,0.21930314725508337,47831.2188697318,61608.0
77,1268.4915383838268,212.16147407563736,1267.2560163850487,213.39699607441543,1.7472919672822391,5859.0,0.7625228010162479,86.37077337041343,466.0420100752779,86.37077337041342,466.04201007527786,1.6453314194522322e-16,0.7797063760037366,4678.766252596808,0.9265674765701177,0.19586809355464554,0.3950528770443759,44192485.19690777,0.15313067138799016,47079.6832223929,62326.0
78,1507.8793855096533,124.94208013286278,1507.8793855096533,124.94208013286278,0.0,4817.0,0.6176585882353594,78.31471692465777,422.57289902357616,81.52762838823347,439.9092230860818,0.04102564102459319,0.5362126844979923,1255.8815394229898,0.9909687701188934,0.041712669262912117,0.2399160806964971,195473008.64970183,0.3168124108633792,49634.326551795726,62917.0
79,1069.906456895415,303.9067654421598,1068.670934896637,302.6712434433817,1.747291967282259,6482.0,0.8192444544364479,90.84678711420302,490.19381931443013,92.71031095244308,500.24907714652096,0.020512820512368853,0.774245796978433,5888.076344297574,0.8822910824121823,0.27236144416652946,0.3398361893304173,91506209.54115751,0.19425942009599098,49871.32505399568,65022.0
80,1147.8808479844408,255.5653930557325,1150.351891981997,253.09434905817636,3.4945839345644782,5999.0,0.8876586222454526,87.39659048765141,471.5771448509841,89.18934106175708,481.2505221812607,0.02051282051235107,0.7597009700674726,4509.416597799163,0.9484460637593819,0.1778858888580962,0.28335584496396055,119694854.41885737,0.25291313652880104,48610.36572762127,61152.0
81,677.2376174197666,361.4607174103237,679.7086614173228,361.4607174103237,2.471043997556194,5715.0,0.897755442531323,85.30277837304864,460.27929062864706,87.05257895505989,469.7209171030808,0.020512820512339488,0.7439920462153753,4436.968765096056,0.8752378259051566,0.2069268580762289,0.35901400315108717,57288532.29342696,0.17854066727841833,46898.16080489939,61463.0
82,1013.7282627919792,657.7882436260624,1012.4927407932012,657.7882436260624,1.2355219987780401,5648.0,0.8955303350560029,84.80127916879674,457.5732861773685,86.54079258764385,466.9594048681863,0.020512820512336702,0.8063433582032862,5549.907005705996,0.942652195722396,0.22056260732873698,0.3908540709368714,40859830.79687003,0.15584996405513057,45192.09844192635,59169.0
83,623.3472700442695,655.9404988783251,623.3472700442695,658.4115428758813,2.471043997556194,6099.0,0.8672401781059638,88.12200623760081,475.4913649170336,86.31437534041926,465.7376958930945,0.02051282051235494,0.6338714676666111,2445.025378669039,0.9486553963231318,0.11664365979410356,0.3907499227310119,44574846.93090864,0.1559181568126347,46131.00295130349,62512.0
84,811.9647952843461,638.9098652263455,810.7292732855681,637.6743432275674,1.747291967282219,5862.0,0.8673870384402139,86.39288287375022,466.1613091966677,89.93720627369895,485.285875727813,0.04102564102469124,0.7775458483794002,5234.104830997939,0.891725922534306,0.21398557139909766,0.3346786616661967,68814407.12249537,0.19879407160931717,47751.51177072671,61375.0
87,1371.4949436017114,23.663749513807858,1371.4949436017114,23.663749513807858,0.0,5142.0,0.49789123359127724,80.91352012505826,436.5955992963931,67.63540400197178,364.9491419759594,0.1641025640985078,0.5181652233532953,887.3378760482509,0.976336610966134,0.036649028781653034,0.3411006049298865,84119680.0879339,0.19316863867935705,48909.144301828084,64549.0
89,281.90548614883215,69.79431468404853,281.90548614883215,69.79431468404853,0.0,5523.0,0.8920219406547755,83.85762938202048,452.4815123483876,83.85762938202046,452.48151234838747,1.694640645053813e-16,0.6151783945232521,2665.3519549309144,0.9296786710578043,0.11731153701371518,0.466345582528972,23921014.791817274,0.11443325239129386,45977.249139960164,59945.0
